"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","icao_code","iata_code","gps_code","local_code","home_link","wikipedia_link","keywords"
46557,"IN-0034","small_airport","Vijay Nagar Airport",19.8841,73.84056666670001,,"AS","IN","IN-MM","Vijay Nagar","no",,,,,,,
46558,"IN-0035","heliport","Sevoke Road Indian Army Heliport",26.7744,88.4523166667,472,"AS","IN","IN-WB","Salugara","no",,,,,,,
46559,"IN-0036","heliport","Pelling Helipad",27.3005,88.23085,,"AS","IN","IN-SK","Pelling City","no",,,,,,,
46560,"IN-0037","heliport","Namchi Helipad",27.156733,88.322067,,"AS","IN","IN-SK","Nayabazar","no",,,,,,,"Assangthang Helipad"
46561,"IN-0038","heliport","Upper Tadong Indian Army Helipad",27.306716666699998,88.59965,,"AS","IN","IN-SK","Upper Tadong","no",,,,,,,
46562,"IN-0039","heliport","Lebong Helipad",27.0590833333,88.2777333333,,"AS","IN","IN-WB","Lebong","no",,,,,,,
46563,"IN-0040","heliport","Pedong Helipad",27.1559333333,88.61065,,"AS","IN","IN-SK","Pedong","no",,,,,,,
46564,"IN-0041","heliport","HQ Eastern Air Command Helipad",25.538183333299997,91.82655,,"AS","IN","IN-ML","Myliem","no",,,,,,,
46565,"IN-0042","heliport","Shillong Indian Army Helipad",25.54425,91.8817166667,,"AS","IN","IN-ML","Shillong","no",,,,,,,
46566,"IN-0043","heliport","STC BSF Indian Army Helipad",24.3267,93.67546666670002,,"AS","IN","IN-MN","Gangpimual","no",,,,,,,
46567,"IN-0044","heliport","PAP Complex Heliport",31.2920833333,75.6072,766,"AS","IN","IN-PB","Jalandhar","no",,,,,,,
46568,"IN-0045","heliport","Catholic Medical Centre Helipad",24.8062,93.94275,,"AS","IN","IN-MN","Kangla","no",,,,,,,
46569,"IN-0046","heliport","Butcher Island Helipad",18.9623,72.9030833333,,"AS","IN","IN-MM","Mumbai","no",,,,,,,
46570,"IN-0047","heliport","Mahalaxmi Race Course Helipad",18.9820333333,72.8215666667,,"AS","IN","IN-MM","Mumbai","no",,,,,,,"Bombay"
46571,"IN-0048","heliport","Rajbhavan Helipad",18.94265,72.794017,,"AS","IN","IN-MM","Mumbai","no",,,,,,,
46572,"IN-0049","heliport","Kohima Helipad",25.663066666699997,94.1139333333,,"AS","IN","IN-NL","Kohima","no",,,,,,,
46573,"IN-0050","heliport","Phalodi Airfield",27.1128333333,72.389,,"AS","IN","IN-RJ","Phalodi","no",,,,,,,
46574,"IN-0051","heliport","Aviation Research Centre RAW Headquarters Helipad",30.706042,77.861524,7234,"AS","IN","IN-UP","Chakrata","no",,,,,,,
46575,"IN-0052","heliport","Mathura Heliport",27.464233333299997,77.68241666670001,,"AS","IN","IN-UP","Mathura","no",,,,,,,
46581,"IN-0053","small_airport","INS Kohassa",13.236316,93.049731,13,"AS","IN","IN-AN","Diglipur","no",,,"VODX",,,"https://en.wikipedia.org/wiki/INS_Kohassa","VABM, Shivpur"
46606,"IN-0054","closed","Charra Airfield",23.3657772896,86.43673896790001,,"AS","IN","IN-WB","Purulia","no",,,,,,"https://en.wikipedia.org/wiki/Charra_Airfield",
46607,"IN-0055","closed","Kanchrapara Airfield",22.922932987499998,88.4599292278,,"AS","IN","IN-WB","Kanchrapara","no",,,,,,"https://en.wikipedia.org/wiki/Kanchrapara_Airfield","Calcutta"
46608,"IN-0056","closed","Kalyan Airstrip",19.17922,73.139184,,"AS","IN","IN-MM","Kalyan","no",,,,,,"https://en.wikipedia.org/wiki/Kalyan_International_Airport",
46609,"IN-0057","closed","Rasgovindpur Airstrip",21.8050895155,87.0469093323,,"AS","IN","IN-OR","Rasgovindpur","no",,,,,,,
46610,"IN-0058","closed","Dhubulia Airstrip",23.4929846863,88.4540176392,,"AS","IN","IN-WB","Dhubulia","no",,,,,,,"Dhubalia"
46611,"IN-0059","closed","Digri Airstrip",22.7854403333,87.36225128170001,,"AS","IN","IN-WB","Digri","no",,,,,,,
46623,"IN-0060","small_airport","Khargon Govt. Airstrip",21.810030194599996,75.55443763730001,,"AS","IN","IN-MP",,"no",,,,,,,"Khargon, Khargone, Khargoan"
46624,"IN-0061","small_airport","Khandwa Airport",21.857117,76.336956,1079,"AS","IN","IN-MP","Khandwa","no",,,"VAKD",,,,
46625,"IN-0062","small_airport","Shirpur Airport",21.3239987933,74.9567341805,,"AS","IN","IN-MM","Shirpur","no",,,,,,,"Shirpur, Dhule"
46628,"IN-0063","closed","Cholavaram Airstrip",13.210242,80.152345,,"AS","IN","IN-TN","Sembilivaram","no",,,,,,,
46640,"IN-0064","small_airport","Umaria Air Field",23.5325139099,80.80821990970001,1510,"AS","IN","IN-MP","Umaria","no",,,,,,,
299082,"IN-0065","medium_airport","Amravati  Airport",20.814608,77.717765,1125,"AS","IN","IN-MM","Amravati","yes","VAAM","AVR","VAAM",,,"https://en.wikipedia.org/wiki/Amravati_Airport",
300448,"IN-0066","small_airport","Madhubani Airport",26.329167,86.06,,"AS","IN","IN-BR","Madhubani","no",,,,,,,
300449,"IN-0067","small_airport","Ulao Aerodrome",25.42788,86.08819,,"AS","IN","IN-BR","Begusarai","no",,,,,,,
299921,"IN-0068","small_airport","Birwa Airstrip",22.092639,80.595531,,"AS","IN","IN-MP","Baihar","no",,,,,,,
300715,"IN-0069","small_airport","Sultanpur Airport",26.2475,82.0425,,"AS","IN","IN-UP","Sultanpur","no","VESL",,"VESL",,,"https://en.wikipedia.org/wiki/Amhat_Airstrip","VISL, Amhat Airstrip"
301043,"IN-0071","heliport","Gadag Government Estate Heliport",15.419947,75.611361,,"AS","IN","IN-KA","Gadag","no",,,,,,,
301046,"IN-0072","small_airport","Raigarh Airport (JSPL)",21.9352805556,83.3502138889,,"AS","IN","IN-CT",,"no",,,,,,,
301049,"IN-0073","small_airport","Savitri Jindal Airport",20.910055,85.036669,623,"AS","IN","IN-OR","Angul","no",,,,,,,
301051,"IN-0074","small_airport","Barbil Tonto Airstrip",22.045829,85.373468,,"AS","IN","IN-OR","Bhusugaon","no","VEBL",,"VEBL",,,"https://en.wikipedia.org/wiki/Barbil_Tonto_Airstrip",
301058,"IN-0075","heliport","Itanagar (Naharlagun) Heliport",27.111675,93.696106,,"AS","IN","IN-AR","Itanagar","no",,,,,,,
301059,"IN-0076","heliport","[Duplicate] Itanagar (Naharlagun) Heliport",27.111675,93.696106,466,"AS","IN","IN-AR","Itanagar","no",,,,,,,
301145,"IN-0077","small_airport","Bhagalpur Airport",25.249535,87.011976,,"AS","IN","IN-BR","Bhagalpur","no",,,,,,,
302122,"IN-0078","closed","Bishnupur Airfield",23.0339266917,87.35486984250001,,"AS","IN","IN-WB",,"no",,,,,,,
302134,"IN-0079","closed","Guskhara Airfield",23.471667,87.794167,,"AS","IN","IN-WB",,"no",,,,,,"https://en.wikipedia.org/wiki/Guskhara_Airfield",
302135,"IN-0080","closed","Pandaveswar Airfield",23.641300520900003,87.348690033,,"AS","IN","IN-WB",,"no",,,,,,"https://en.wikipedia.org/wiki/Pandaveswar_Airfield",
306912,"IN-0081","heliport","Annadale Helipad",31.111405,77.157015,6120,"AS","IN","IN-HP","Shimla","no",,,,,,,
306913,"IN-0082","heliport","Ajog Heliport",32.921925,76.457747,7460,"AS","IN","IN-HP","Ajog","no",,,,,,,
306915,"IN-0083","heliport","Bilaspur Helipad",31.345138888900003,76.75675,1685,"AS","IN","IN-HP","Bilaspur","no",,,,,,,
308280,"IN-0084","closed","Salwas",26.141647,73.097062,,"AS","IN","IN-RJ",,"no",,,,,,,
308281,"IN-0085","small_airport","Fury Airport",26.434072,73.101472,768,"AS","IN","IN-RJ","Karwar, Jodhpur","no",,,"VAJO",,,,
309587,"IN-0086","small_airport","CHINDWARA AIRFIELD",22,78.93,,"AS","IN","IN-MP",,"no",,,,,,,
309591,"IN-0087","small_airport","Gauchar Airstrip",30.284585,79.161665,,"AS","IN","IN-UT","Gauchar","no",,,,,,,"Gaucher"
311989,"IN-0088","small_airport","Poonch Airport",33.76875,74.083753,3219,"AS","IN","IN-JK","Poonch","no",,,,,,"https://en.wikipedia.org/wiki/Poonch_Airport","Punch"
309944,"IN-0089","small_airport","Noamundi Airport",22.192222,85.548889,1402,"AS","IN","IN-JH","Itarbalijor","no",,,,,,,
311047,"IN-0091","small_airport","Saharsa Airport",25.892205,86.583016,,"AS","IN","IN-BR","Saharsa","no",,,,,,,"Saharsha"
311049,"IN-0092","closed","Sukinda Airstrip",21.031944,85.753889,400,"AS","IN","IN-OR","Kaliapani","no",,,,,,,
311106,"IN-0093","small_airport","Vedanta Lanjigarh Airstrip",19.7194444444,83.3936111111,,"AS","IN","IN-OR",,"no",,,,,,,
312280,"IN-0094","closed","no airport",20.46668667,83.48333056,,"AS","IN","IN-OR",,"no",,,,,,,
315328,"IN-0095","heliport","Kuttikayam Helipad",9.3539,76.86489,207,"AS","IN","IN-KL","Mampara","no",,,,,,"https://en.wikipedia.org/wiki/Perunad#Heliport","Perunad Heliport, Sabarimala Helipad"
317900,"IN-0096","small_airport","Akli Airport",25.8077,70.2943,230,"AS","IN","IN-RJ","Akli","no",,,,,,,
317980,"IN-0097","small_airport","Surichua Air Base",24.18824,87.701722,280,"AS","IN","IN-WB","Rampurhat","no",,,,,,,"Rampur Hat"
317981,"IN-0098","heliport","Maithon Heliport",23.785,86.7935,529,"AS","IN","IN-JH","Maithon","no",,,,,,,"Gogna Colony"
317983,"IN-0099","small_airport","Durgapur Steel Plant Airport",23.58331,87.339787,290,"AS","IN","IN-WB","Durgapur","no",,,,,,,
317984,"IN-0100","small_airport","Sido Kanhu Airport",24.231185,87.269989,470,"AS","IN","IN-JH","Dumka","no",,,,,,,"Anasol"
319166,"IN-0101","small_airport","Vanasthali Airport",26.407627,75.870128,,"AS","IN","IN-RJ","Vanasthali","no",,,,,,,
336938,"IN-0102","small_airport","Mandla Airstrip",22.500929,80.331195,,"AS","IN","IN-MP","Dhenko","no",,,,,,,
339986,"IN-0103","heliport","Parva Helipad",22.08627,92.64987,,"AS","IN","IN-MZ","Parva II","no",,,,,,,
340004,"IN-0104","heliport","Kalyani BSF Helipad",23.02589,88.87582,,"AS","IN","IN-WB","Petrapole","no",,,,,,,
340005,"IN-0105","closed","Ashoknagar Airfield",22.83809,88.61521,,"AS","IN","IN-WB","Ashoknagar","no",,,,,,,
331217,"IN-0106","small_airport","Mithapur Airport",22.412068,68.993632,11,"AS","IN","IN-GJ","Mithapur","no",,,,,,,"VA86"
331218,"IN-0107","medium_airport","Sindhudurg Airport",16.002552,73.529846,203,"AS","IN","IN-MM","Chipi","yes","VOSR","SDW","VOSR",,,"https://en.wikipedia.org/wiki/Sindhudurg_Airport","VA85"
340006,"IN-0108","heliport","Digha Heliport",21.62606,87.501056,16,"AS","IN","IN-WB","Digha","no",,,,,,,
340007,"IN-0109","heliport","Naraj Heliport",20.48082,85.77965,,"AS","IN","IN-OR","Narajmarthapur","no",,,,,,,
340008,"IN-0110","heliport","Puri Heliport",19.81035,85.84752,,"AS","IN","IN-OR","Puri","no",,,,,,,
340011,"IN-0112","heliport","Tata Steel Helipad",19.33095,84.91073,,"AS","IN","IN-OR","Sindhigan","no",,,,,,,
340012,"IN-0113","heliport","Buragam Heliport",18.73454,84.07501,,"AS","IN","IN-AP","Buragam","no",,,,,,,
340013,"IN-0114","heliport","Srikakulam Heliport",18.27207,83.90325,,"AS","IN","IN-AP","Srikakulam","no",,,,,,,
340014,"IN-0115","heliport","GMR Institute of Technology Helipad",18.46648,83.66081,,"AS","IN","IN-AP","Razam","no",,,,,,,
340015,"IN-0116","heliport","Suvarnakuteer Phase II Helipad",17.89855,83.26756,,"AS","IN","IN-AP","Visakhapatnam","no",,,,,,,
340016,"IN-0117","heliport","HAL Heliport",18.7365,82.83861,,"AS","IN","IN-OR","Sunabeda","no",,,,,,,
340017,"IN-0118","heliport","Rushikonda Beach Heliport",17.77966,83.38549,,"AS","IN","IN-AP","Visakhapatnam","no",,,,,,,
340018,"IN-0119","heliport","Oxygen Towers Helipad",17.73999,83.31414,,"AS","IN","IN-AP","Visakhapatnam","no",,,,,,,
340121,"IN-0120","heliport","Kakinada Beach Navy Heliport",17.02268,82.29039,,"AS","IN","IN-AP","Kakinada","no",,,,,,,
340122,"IN-0121","heliport","Jawaharlal Nehru Technological University Heliport",16.98158,82.23949,,"AS","IN","IN-AP","Kakinada","no",,,,,,,
340123,"IN-0122","heliport","Dhirubhai Ambani Heliport",16.74354,82.29191,,"AS","IN","IN-PY","Gadimoga","no",,,,,,,
340124,"IN-0123","heliport","Yanam Heliport",16.7261,82.20674,,"AS","IN","IN-PY","Yanam","no",,,,,,,
340125,"IN-0124","heliport","Pondicherry Heliport",11.9631,79.81498,,"AS","IN","IN-PY","Puducherry (Pondicherry)","no",,,,,,,
340126,"IN-0125","heliport","Pondicherry Harbour Heliport",11.91806,79.82697,,"AS","IN","IN-PY","Puducherry (Pondicherry)","no",,,,,,,
340127,"IN-0126","heliport","Anaparthi Heliport",16.94338,81.95439,,"AS","IN","IN-AP","Anaparthi","no",,,,,,,
340128,"IN-0127","heliport","Tenali Market Heliport",16.2431,80.63092,,"AS","IN","IN-AP","Tenali","no",,,,,,,
340129,"IN-0128","heliport","Guntur Police Parade Ground Heliport",16.29632,80.4325,,"AS","IN","IN-AP","Guntur","no",,,,,,,
340130,"IN-0129","heliport","Amaravati Heliport",16.54477,80.52135,,"AS","IN","IN-AP","Amaravati","no",,,,,,,
340131,"IN-0130","heliport","Krishnapatnam North Heliport",14.27386,80.09823,,"AS","IN","IN-AP","Nellore","no",,,,,,,
340132,"IN-0131","heliport","Narayana Medical College Heliport",14.43095,80.01121,,"AS","IN","IN-AP","Nellore","no",,,,,,,
340133,"IN-0132","closed","Nellore Airport",14.69388,79.94277,,"AS","IN","IN-AP","Dagadarthi","no",,,,,,"https://en.wikipedia.org/wiki/Nellore_Airport",
340134,"IN-0133","heliport","ABM Junior College Heliport",15.49844,80.05503,,"AS","IN","IN-AP","Ongole","no",,,,,,,
340135,"IN-0134","heliport","Ongole Police Training College Heliport",15.51774,80.02776,,"AS","IN","IN-AP","Ongole","no",,,,,,,
340136,"IN-0135","heliport","Sri City Heliport",13.57462,80.03822,,"AS","IN","IN-AP","Sri City","no",,,,,,,
340137,"IN-0136","heliport","Air 16 Heliport",13.4375,79.97665,,"AS","IN","IN-TN","Chedilpakkam","no",,,,,,,
340138,"IN-0137","heliport","Sriharikota Heliport",13.67567,80.19056,,"AS","IN","IN-AP","Sriharikota","no",,,,,,,
340139,"IN-0138","heliport","Vallur Camp Heliport",13.2556,80.27623,,"AS","IN","IN-TN","Minjur","no",,,,,,,
340140,"IN-0139","heliport","Chettinad Health City Helipad",12.79598,80.22006,,"AS","IN","IN-TN","Kelambakkam","no",,,,,,,
340141,"IN-0140","heliport","ECR Heliport",12.77042,80.24574,,"AS","IN","IN-TN","Kunnakkadu","no",,,,,,,
340142,"IN-0141","heliport","Anna Stadium Heliport",11.75417,79.76703,,"AS","IN","IN-TN","Cuddalore","no",,,,,,,
340143,"IN-0142","heliport","AVC Polytechnic College Heliport",11.103012,79.692989,,"AS","IN","IN-TN","Mannampandal","no",,,,,,,
340144,"IN-0143","heliport","MARG Heliport",10.83343,79.84245,,"AS","IN","IN-PY","Karaikal","no",,,,,,,
340145,"IN-0144","heliport","Nagapattinam Heliport",10.78938,79.83942,,"AS","IN","IN-TN","Nagapattinam","no",,,,,,,
340147,"IN-0145","closed","Badangi Airstrip",18.4884,83.3829,,"AS","IN","IN-AP","Badangi","no",,,,,,,
340148,"IN-0146","closed","Tadepalligudem Airstrip",16.83321,81.53099,,"AS","IN","IN-AP","Tadepalligudem","no",,,,,,,
340149,"IN-0147","heliport","INS Parundu Heliport",9.28061,79.13578,,"AS","IN","IN-TN","Mandapam","no",,,,,,,
340150,"IN-0148","heliport","Ramanathapuram Heliport",9.36241,78.85934,,"AS","IN","IN-TN","Ramanathapuram","no",,,,,,,
340151,"IN-0149","heliport","Kanyakumari Heliport",8.07972,77.54877,,"AS","IN","IN-TN","Kanyakumari","no",,,,,,,
340152,"IN-0150","heliport","Varkala Helipad",8.73564,76.70461,,"AS","IN","IN-KL","Varkala","no",,,,,,,
340153,"IN-0151","heliport","Ashramam Heliport",8.89486,76.59155,,"AS","IN","IN-KL","Kollam","no",,,,,,"https://en.wikipedia.org/wiki/Quilon_Aerodrome","Quilon Aerodrome, Kollam Airport"
340154,"IN-0152","heliport","Alappuzha Heliport",9.49414,76.31942,20,"AS","IN","IN-KL","Alappuzha","no",,,,,,,
340156,"IN-0153","heliport","Indian Naval Academy Heliport",12.0376,75.19671,,"AS","IN","IN-KL","Ezhimala","no",,,,,,,
340157,"IN-0154","heliport","Kalpeni Heliport",10.089713,73.648893,,"AS","IN","IN-LD","Kalpeni","no",,,,,,,
340158,"IN-0155","heliport","Kiltan Heliport",11.496,72.99814,,"AS","IN","IN-LD","Kiltan","no",,,,,,,
340159,"IN-0156","heliport","Chetlat Heliport",11.68159,72.70606,,"AS","IN","IN-LD","Chetlat","no",,,,,,,
340160,"IN-0157","heliport","Bitra Heliport",11.60039,72.18541,,"AS","IN","IN-LD","Bitra","no",,,,,,,
340161,"IN-0158","heliport","Kadmat Heliport",11.18231,72.76175,,"AS","IN","IN-LD","Kadmat","no",,,,,,,
340162,"IN-0159","heliport","Amini Helipad",11.13496,72.73172,,"AS","IN","IN-LD","Amini","no",,,,,,,
340163,"IN-0160","heliport","Bangaram Heliport",10.94592,72.28765,,"AS","IN","IN-LD","Bangaram","no",,,,,,,
340165,"IN-0161","heliport","Andrott Heliport",10.81316,73.69946,,"AS","IN","IN-LD","Andrott","no",,,,,,,
340166,"IN-0162","heliport","Suheli Par Heliport",10.04794,72.28857,,"AS","IN","IN-LD","Suheli Par","no",,,,,,,
340167,"IN-0163","heliport","Minicoy Fire Station Heliport",8.27937,73.05178,,"AS","IN","IN-LD","Minicoy","no",,,,,,,
340168,"IN-0164","heliport","Adiudupi Heliport",13.3488,74.73095,,"AS","IN","IN-KA","Adiudupi","no",,,,,,,
340169,"IN-0165","heliport","Koteshwara Heliport",13.59634,74.71365,,"AS","IN","IN-KA","Koteshwara","no",,,,,,,
340170,"IN-0166","heliport","Mavalli Helipad",14.10027,74.50855,,"AS","IN","IN-KA","Mavalli","no",,,,,,,
340171,"IN-0167","heliport","Areshiroor Helipad",13.82919,74.74877,,"AS","IN","IN-KA","Areshiroor","no",,,,,,,
340172,"IN-0168","heliport","INS Kadamba Heliport",14.76987,74.15487,,"AS","IN","IN-KA","Arga","no",,,,,,,
340173,"IN-0169","heliport","Raj Bhavan Heliport",15.45962,73.79463,,"AS","IN","IN-GA","Dona Paula","no",,,,,,,
340174,"IN-0170","heliport","Sequirem Heliport",15.49526,73.77516,,"AS","IN","IN-GA","Candolim","no",,,,,,,
340175,"IN-0171","heliport","Ella Heliport",15.5114,73.92381,,"AS","IN","IN-GA","Ella","no",,,,,,,
340176,"IN-0172","heliport","Vagator Helipad",15.59946,73.73368,,"AS","IN","IN-GA","Anjuna","no",,,,,,,
340177,"IN-0173","heliport","Quitol Heliport",15.13299,73.96594,,"AS","IN","IN-GA","Quitol","no",,,,,,,
340178,"IN-0174","heliport","Dwarkadhish Heliport",22.25044,68.95358,,"AS","IN","IN-GJ","Dwarka","no",,,,,,,
340179,"IN-0175","heliport","Dwarkashish Heliport",22.25463,68.96182,,"AS","IN","IN-GJ","Dwarka","no",,,,,,,
340180,"IN-0176","small_airport","Mandvi Airport",22.83932,69.30498,,"AS","IN","IN-GJ","Mandvi","no",,,,,,,
340181,"IN-0177","small_airport","Mehsana Airport",23.60118,72.37399,,"AS","IN","IN-GJ","Mehsana","no",,,,,,,
340556,"IN-0178","heliport","Jaigaon Heliport",26.822651,89.391989,,"AS","IN","IN-WB","Jaigaon","no",,,,,,,
340557,"IN-0179","heliport","Dalapchand Heliport",27.193387,88.675583,,"AS","IN","IN-SK","Aritar","no",,,,,,,
340559,"IN-0180","heliport","Shoktsen Heliport",27.724741,91.703814,,"AS","IN","IN-AR","Shoktsen","no",,,,,,,
341666,"IN-0181","heliport","Sito Gunno Helipad",30.02882,74.36395,,"AS","IN","IN-PB","Sito Gunno","no",,,,,,,
341667,"IN-0182","heliport","Abohar Heliport",30.16081,74.1768,,"AS","IN","IN-PB","Abohar","no",,,,,,,
341711,"IN-0183","heliport","Bhainsdehi Helipad",21.645885,77.623711,,"AS","IN","IN-MP","Bhainsdehi","no",,,,,,,
341712,"IN-0184","heliport","Mozari Point Helipad",21.391405,77.321496,,"AS","IN","IN-MM","Chikhaldara","no",,,,,,,
341743,"IN-0185","closed","Adilabad Airfield",19.664765,78.549511,,"AS","IN","IN-TG","Adilabad","no",,,,,,,
341744,"IN-0186","heliport","Shanti Nagar Heliport",19.662823,78.538564,,"AS","IN","IN-TG","Adilabad","no",,,,,,,
341745,"IN-0187","heliport","Adilabad Heliport",19.662494,78.548462,,"AS","IN","IN-TG","Adilabad","no",,,,,,,
341746,"IN-0188","heliport","Dimna Lake Helipad",22.861472,86.241374,,"AS","IN","IN-JH","Jamshedpur","no",,,,,,,
341748,"IN-0189","heliport","SAP Camp Helipad",15.82762,78.022942,,"AS","IN","IN-AP","Kurnool","no",,,,,,,
341749,"IN-0190","heliport","Manjunath Huded Helipad",15.36992,76.504243,,"AS","IN","IN-KA","Basavana Durga","no",,,,,,,
341750,"IN-0191","heliport","Gulbarga Heliport",17.326028,76.843368,,"AS","IN","IN-KA","Gulbarga","no",,,,,,,
341751,"IN-0192","heliport","Kia Factory Heliport",14.163568,77.616621,,"AS","IN","IN-AP","Duddebanda","no",,,,,,,
341752,"IN-0193","heliport","Sundipenta Helipiort",16.06663,78.9142,,"AS","IN","IN-AP","Sundipenta","no",,,,,,,
341753,"IN-0194","heliport","Davanagere Heliport",14.444823,75.923356,,"AS","IN","IN-KA","Davanagere","no",,,,,,,
341754,"IN-0195","heliport","Kia Factory Helipad",14.160405,77.625947,,"AS","IN","IN-AP","Duddebanda","no",,,,,,,
341755,"IN-0196","heliport","NTPC Kudgi Helipad",16.491748,75.833551,,"AS","IN","IN-KA","Telgi","no",,,,,,,
341756,"IN-0197","heliport","Defence Research and Development Organization Helipad",17.335419,78.498922,,"AS","IN","IN-TG","Hyderabad","no",,,,,,,
